0000001	1	alzheimer	Alzheimer’s and smoking genes suggest we’re still evolving https://t.co/lgk2POSb6u
0000002	1	alzheimer	Memory-Loss Stops The "Internal Clock" for those with Alzheimer's https://t.co/EAU7eHdfJu https://t.co/48cY8EKIqS
0000003	1	alzheimer	Let me introduce myself. Disabled Navy Vet AD . I am an artist. Alzheimer specialist, Love all animals. Believes Climate Change is Real. Sexual assault survivor. Pedophile assault survivor. Truth will set you free! Karma is a bitch, Anti-Trump. This is me!
0000004	1	alzheimer	https://t.co/IThDZ2irrU What is the relationship between Alzheimer’s and incontinence? We explore the topic in this article: #incontinence #Alzheimer's #healtheducation
0000005	1	alzheimer	Everyone experiences memory slips. But if these begin to occur frequently, it could signal the onset of Alzheimer's, especially in the case of older adults. Here are some of the symptoms you should be cautious about. #HappyAging #Elderly #ElderlyCare https://t.co/psQq4qEgqg
0000006	1	alzheimer	Alzheimer's disease is a sick, sick joke
0000007	1	alzheimer	Mechanisms and secrets of Alzheimer's disease: exploring the brain https://www.youtube.com/watch?v=dj3GGDuu15I&feature=share …
0000008	1	alzheimer	Inspiring to hear from researchers on the front lines of #Alzheimer’s research to #EndAlz at #MindSightCure with @_BrightFocus. #GoBoldly https://t.co/l6NQUsSYgf
0000009	1	alzheimer	Griffith: Places with a prevalence of vegetarians have less cases of Alzheimer's #stayingsharp We can learn from lifestyles in these places
0000010	3	alzheimer	Annabel Bowlen, wife of Broncos owner, diagnosed with Alzheimer's disease also https://t.co/Zs4et5ieeD https://t.co/Chqr82CKqO
0000011	1	alzheimer	How small molecule halts spread of toxic protein associated with Alzheimer's progression https://t.co/4yDdC2bspu https://t.co/5YOC3HphZz
0000012	1	alzheimer	LGBT people may have higher risk for Alzheimer's, dementia. Are social stressors to blame? https://t.co/rVJhjFnfEj
0000013	1	alzheimer	If #Alzheimer's disease affects you or someone you know, please read this study. A family history of Alzheimer's ca…https://lnkd.in/etqPAyF
0000014	1	alzheimer	Popular Heartburn Drugs Don't Raise Risk of Alzheimer's: Study https://t.co/QFl0Dd8m4j #health
0000015	1	alzheimer	Congratulations everyone! Together we raised over 1 million dollars at the 2018 Investors Group Walk for Alzheimer's. https://t.co/QQPYNxIRG2
0000016	1	alzheimer	They now say exercising for at least one hour a week can half your chances of getting Alzheimer's... I've just got to remember to do it..
0000017	1	alzheimer	Fuck Alzheimer's disease, enjoy every moment with your grandparents cause before you know it there gone.
0000018	1	alzheimer	Alzheimer's cases in Arizona expected to rise 43% by 2025 https://t.co/gVP7WLdObi https://t.co/J3EyqJ5pAm
0000019	1	alzheimer	I have a steam punk Ketch left of the awesome @DavidHaydnJones ❤️ trying to sell it for $20. It has been a minute since we have donated to Alzheimer’s 💕💕💕 https://t.co/L9eCdrZoLl
0000020	1	alzheimer	Emmerdale dementia episode praised by Alzheimer's Society - BBC Newshttp://www.bbc.co.uk/news/entertainment-arts-38389953 …
0000021	1	alzheimer	Researchers find biomarkers for identifying Alzheimer's and mild cognitive impairment in saliva samples https://t.co/dZhsvlhWEs via @medical_xpress
0000022	1	alzheimer	neurosciencenews: Healthy blood vessels may be the answer to Alzheimer’s prevention Damaged capillaries in the brain may set the stage for the development of Alzheimer’s disease, years before symptoms appear. https://t.co/DCupCerWeF
0000023	1	alzheimer	The Alzheimer's Association, Southeast Florida Chapter wants everyone to take all proper precautions and stay safe… https://t.co/luZiLrqhuv
0000024	1	alzheimer	Study by UCLA Fielding School of Public Health predicts most people with earliest Alzheimer’s signs won’t develop dementia associated with the disease. @UCLAFSPH @alzdemjournals #dementia #alzheimers #neuroscience #aging https://t.co/OXK4sq7G4V
0000025	1	alzheimer	Keynote Authority Summit 2018 – My Greatest Credential: A caretaker for my mom with Alzheimer’s Disease https://t.co/EjvSbdsSOC
0000026	1	alzheimer	Walk to End Alzheimer's https://t.co/KmQlokAWdX
0000027	1	alzheimer	Alzheimer's Or NPH: Both Can Steal Your Identity, But You Can Come Back From One
0000028	1	alzheimer	A simple iris scan can detect signs of Alzheimer's before other symptoms appear. #futurist https://t.co/7UHV6pa5yU https://t.co/Db4De6olvj
0000029	3	alzheimer	I miss tokwan so much. She still with us but suffer from Alzheimer since 10 years ago. https://t.co/9x6dkrqJgX
0000030	1	alzheimer	I've #justsponsored Roxanne Pallett, who's fundraising for Alzheimer's Society on @JustGiving. Donate now https://t.co/FBzYUUET7q "" @RoxannePallett ready...steady...BAKE!!!! 🍰
0000031	1	alzheimer	Doctors Now Prescribing Music Therapy for Heart Ailments, Brain Dysfunction, Learning Disabilities, Depression, PTSD, Alzheimers, Childhood Development and More - Didge Project https://t.co/bcsyV4Qm86
0000032	1	alzheimer	that moment when you have alzheimer’s XdDddDddd
0000033	1	alzheimer	🎤🎧 TUNE IN LIVE Tuesday, 11-12pm EST/8-9am PST @RadioMariaCAN on @TheHealthHubrmc. 👉🏼 What do we know that can help prevent or slow the progression of Alzheimer’s? + more with guest Dr. Sue Griffin @uamshealth & radio host @cathy_biase. #Alzheimers #radiotalkshow #podcast https://t.co/vOUYZb3cUF
0000034	1	alzheimer	🍺💜"50 Shades of Purple" to end Alzheimer's. The "Blonde Crawl." @RivALZtc @alzassociation #endalzheimers https://t.co/q6ug9bUI3e
0000035	1	alzheimer	12 Days Of Charitable Giving 2016: Cure Alzheimer’s Fundhttp://ow.ly/Q1ra507Ngtt
0000036	1	alzheimer	Metabolomic-guided Discovery of Alzheimer’s Disease Biomarkers from Body Fluid https://t.co/2esjwj8cnO
0000037	3	alzheimer	Alzheimer patient freaking out. Day crew walks in and is like "What the fuck is going on?!" Me: It's sun-upping. She's got Alzheimer's. 2 had never see a sun-downing patient. #NightShiftProblems
0000038	1	alzheimer	Why does Alzheimer's hit women harder than men? https://t.co/KfpZ2Wa8ZV #dementia #alzheimers https://t.co/9mnfYm6orf
0000039	1	alzheimer	PLEASE !!! If You Know Someone With Alzheimer's Disease, TRY THIS ! https://t.co/XR1NdANvwO via @YouTube
0000040	1	alzheimer	CBD (Cannabidiol) as Medication for Alzheimer’s & Dementia https://t.co/kJxbxqF0CX
0000041	1	alzheimer	Walk to End Alzheimer's #endalzheimers💜 #denver #COmornings @ City Park, Denver https://t.co/6liJEZ6Wju
0000042	1	alzheimer	Tomorrow on #GivingBlueday, join us in advancing the understanding of the causes of neurological diseases and developing new treatments for patients. Donate to Alzheimer's & diabetes research: https://t.co/44slDe3kia Donate to ALS Center of Excellence: https://t.co/OOrUFl4QYy https://t.co/gOrH60VDgi
0000043	1	alzheimer	Hopefully by the time thev2020 election comes up, she’ll be one of them voters. Let’s pray Alzheimer’s takes it natural righteous course...🙄🙏😬😂😂😂👍🏻 https://t.co/Ny8UBreVHm
0000044	1	alzheimer	#OnThisDayInMedicalHistory Jul24,2012 Robert Ledley died of Alzheimer's disease. He encouraged doctors to adopt computer technology. As Professor of Physiology Biophysics & Radiology at Georgetown, he developed whole-body CT scanners at 1/2 the cost of existing head-only scanners
0000045	1	alzheimer	Incredible tips! It is very important for many families! Congratulations, @Shapiro50plus ! #alzheimerhttps://twitter.com/Shapiro50plus/status/811561014072377344 …
0000046	1	alzheimer	The terms “Dementia” and “Alzheimer’s” have been confusing people for more than a century. Here are guidelines on how doctors figure out the difference. - https://t.co/BzqqcJWD54 EXCELLENT READ-
0000047	1	alzheimer	A simple remedy for dementia and Alzheimer's: https://t.co/15rYhDkCt5
0000048	1	alzheimer	Is 'friendly fire' in the brain provoking Alzheimer's disease? https://t.co/SjyHE9q14m
0000049	1	alzheimer	Do you know someone with Alzheimer’s? Help us #endalz and register your team for the walk https://t.co/6hnJ2LoMy1. Let's come together and raise awareness #walk2endalz #Tampa https://t.co/MUlUjm6SIH
0000050	3	alzheimer	♥️ RETWEET SHARE SUPPORT! @Barbara 44292898 Future Care For Brad #earlyonsetalzheimer's #alzheimer's @ViralExpNotify #Gofundme #CrowdFundingExposure #Viral__Exposure PLEASE SUPPORT ~> https://t.co/QUluCulDVo https://t.co/yOIRf152wd
0000051	1	alzheimer	Sujana Forum Mall Conducts 5k Purple Run for Alzheimer's | 99TV Telugu https://t.co/eDuYSGlxZ1
0000052	1	alzheimer	New Drug Shows Promise in Early Studies to Treat Alzheimer’s https://t.co/kQQkYdsQOl
0000053	1	alzheimer	WOW! Our Healthcare Retail colleagues raised a staggering £37,072 for Alzheimer’s Society UK during their annual Elf Week this December - read here to find out more! - https://t.co/CtQjOqDFJp 😄👏 https://t.co/ze6IOKdaI7
0000054	1	alzheimer	Persons with Dementia/Alzheimer’s have various needs that need to be addressed. What needs do they normally have? Let us know.
0000055	1	alzheimer	Understanding the difference between #Alzheimer And #Dementia could be vital to your #healthhttp://bit.ly/2aWeJtq
0000056	3	alzheimer	Jerry Jones must have Alzheimer’s https://t.co/4PgBSie0lu
0000057	1	alzheimer	To volunteer or learn more about participating in a Alzheimer's clinical trial, please call 718-616-2400 or send us an email via our website. https://t.co/ctqtOHKrIZ https://t.co/ILVeNuvR96
0000058	1	alzheimer	For my birthday this year, I am doing a non-profit fundraiser for the Alzheimer's Association. This would mean so much to me and money goes towards research into how to prevent dementia and support those who are affected. Click if you wish to donate https://t.co/H3Ho4uFqmP
0000059	3	alzheimer	I’ll never forget where I was when I found out my father had Alzheimer’s
0000060	1	alzheimer	Is aerobic exercise the right prescription for staving off Alzheimer's disease? Read more about it below. #GloriaDei https://t.co/iY6JbJAWUv https://t.co/3pNBrvY43E
